ID,Age,Gender
00070704,8,F
00026678,7,M
00084302,58,M
00084273,22,M
00091859,31,F
00030417,25,F
00040006,12,F
00028800,24,M
00027654,23,M
00087610,14,M
00027955,5,F
00059214,6,F
00026509,53,F
00092280,23,F
00018421,32,F
00023994,44,M
00051698,17,F
00024419,11,F
00044344,15,F
00008238,22,M
00077834,28,F
00039000,21,F
00006786,10,M
00084427,20,M
00069418,5,F
00081018,25,F
00022051,20,M
00036790,15,F
00094519,26,F
00029863,19,F
00080905,25,M
00047108,65,F
00007674,40,F
00062075,6,F
00053020,41,M
00040555,63,M
00076014,14,F
00061950,33,M
00042015,17,M
00091568,26,M
00040233,11,F
00072132,27,M
00023320,45,F
00023691,41,F
00033024,22,F
00032095,13,F
00042210,63,M
00027866,12,M
00030222,33,M
00075035,54,M
00077508,37,F
00039016,27,M
00082784,37,M
00085032,9,M
00071029,39,F
00057554,39,M
00001943,4,M
00030824,36,M
00067371,25,F
00060070,23,F
00087139,10,M
00033802,39,M
00031985,18,M
00042452,23,F
00070867,3,F
00053100,34,M
00060154,26,F
00031740,27,M
00040045,12,M
00046965,20,M
00027565,6,M
00056879,27,F
00064318,25,F
00046705,33,F
00035708,44,M
00084341,5,F
00005203,10,M
00017999,24,M
00075531,29,F
00006710,46,F
00067316,15,M
00089928,25,M
00082011,14,F
00063651,27,F
00081841,26,F
00057338,26,F
00032786,38,F
00048534,7,M
00036265,7,M
00051664,17,F
00093280,5,F
00047461,6,M
00044522,30,F
00071079,7,F
00075692,14,M
00020208,28,F
00029061,42,M
00080944,46,M
00093904,48,M
00081146,33,F
00037999,8,F
00085564,37,M
00017832,4,F
00076523,14,F
00006892,6,M
00058636,40,M
00078682,53,M
00069689,47,F
00043924,38,M
00079056,28,F
00040108,14,M
00086501,28,M
00087720,9,M
00040813,41,M
00060911,16,F
00019438,27,M
00001408,41,M
00069653,63,F
00032265,42,M
00037595,6,M
00051492,12,F
00049013,12,M
00001949,10,M
00048037,9,F
00077375,20,M
00075212,38,M
00086368,49,F
00070483,52,M
00077604,7,M
00028776,42,F
00083385,25,F
00091580,8,F
00034572,4,M
00027364,9,F
00077644,30,F
00084827,49,F
00006015,22,M
00007919,10,F
00094105,12,F
00052546,41,F
00075424,15,F
00009923,7,M
00070441,12,M
00044715,37,F
00050326,40,M
00031959,14,M
00070020,12,M
00019286,3,M
00061637,20,F
00047816,26,F
00021729,31,M
00076980,16,M
00065478,15,F
00039792,23,F
00085230,22,F
00058418,16,F
00017594,14,M
00094032,52,M
00043966,4,F
00008585,7,F
00076463,33,F
00040592,36,F
00069002,49,F
00080638,24,F
00050837,39,F
00062795,19,M
00079357,43,F
00056192,6,F
00025570,33,M
00060098,24,M
00017140,21,M
00049844,10,F
00009575,39,F
00019376,51,M
00019656,46,M
00038194,13,F
00068148,25,M
00003357,9,M
00085494,27,M
00046326,23,F
00083063,28,M
00084569,10,F
00008603,16,F
00069360,42,F
00092096,50,M
00044424,34,F
00048038,38,M
00032054,14,M
00072360,35,M
00092332,64,M
00041708,9,F
00031153,9,M
00048850,45,M
00061780,31,F
00061071,12,F
00075906,28,F
00035455,9,F
00048296,10,F
00024418,38,M
00000742,8,F
00092998,39,F
00088934,48,M
00025915,8,M
00047367,10,M
00034193,23,M
00056010,42,M
00020065,23,M
00085885,66,M
00050420,47,F
00055642,4,M
00035870,7,F
00036042,19,F
00069980,24,F
00070363,37,M
00092989,10,M
00004592,48,M
00002627,10,M
00027983,27,F
00000852,36,M
00023385,38,F
00057416,22,F
00078656,21,F
00080244,10,M
00069503,17,F
00039631,7,F
00070690,41,F
00080275,25,M
00015394,15,M
00023120,36,M
00004648,29,M
00053992,37,F
00042729,11,F
00091317,10,M
00028836,12,F
00079681,34,F
00027172,25,F
00045384,28,M
00053013,23,M
00006033,46,F
00091601,4,F
00000064,37,M
00027883,39,M
00030773,20,F
00032589,23,M
00001991,37,F
00064352,56,M
00061521,15,M
00067090,21,M
00032762,23,M
00058148,22,F
00007537,11,M
00051398,56,M
00022571,27,F
00015882,6,M
00013962,56,M
00004604,43,F
00029731,8,F
00058398,12,M
00018434,6,M
00074668,14,F
00035842,12,F
00026675,31,F
00034090,26,F
00019906,39,F
00020764,50,M
00050596,11,F
00046412,27,M
00053634,10,F
00031125,40,F
00015216,11,F
00040810,51,M
00030200,35,F
00021814,30,F
00041078,35,F
00093838,14,M
00053367,40,M
00021416,36,M
00058102,12,F
00029721,27,M
00000100,45,F
00006802,36,F
00002545,10,M
00016350,10,F
00014699,22,M
00002766,71,M
00051660,29,F
00070297,45,M
00009153,41,M
00079657,41,F
00009242,4,F
00076889,25,F
00035549,20,F
00044943,20,F
00022524,20,M
00086819,51,M
00002037,11,M
00019715,24,F
00054806,15,F
00092725,27,M
00015518,12,F
00048096,12,F
00042628,8,F
00036342,9,F
00074311,25,M
00078469,42,F
00083994,18,M
00067666,40,F
00066055,9,M
00013981,37,M
00084815,41,M
00056065,47,M
00056529,12,M
00077988,26,F
00074751,56,M
00094115,58,F
00087850,52,F
00024758,33,F
00047878,31,F
00015066,19,F
00026037,7,M
00024064,12,F
00081195,57,M
00009008,16,F
00090593,29,F
00062234,22,F
00089719,18,M
00003481,42,F
00007161,17,M
00018698,21,M
00027857,40,F
00024293,22,M
00091096,76,F
00021112,4,M
00071465,7,F
00083974,14,F
00041165,12,M
00071083,10,F
00022831,30,M
00054718,21,M
00079220,23,F
00094440,61,F
00035443,9,M
00063135,10,F
00030145,17,F
00054347,37,M
00029680,39,F
00093225,16,M
00068935,8,M
00059449,36,M
00081721,14,M
00085098,9,M
00046163,21,M
00026266,29,F
00049209,35,F
00066186,9,M
00089521,34,M
00067275,5,F
00052108,23,M
00034987,7,M
00025660,6,F
00056258,28,F
00081884,14,M
00082369,21,F
00048849,24,F
00076745,15,F
00006548,6,F
00055501,18,F
00080137,31,M
00040462,6,M
00025033,22,M
00054667,15,F
00040873,10,M
00031144,24,M
00030272,17,M
00082440,23,F
00091893,47,F
00045847,16,F
00025018,7,F
00024404,40,M
00003079,40,M
00036553,23,F
00069129,13,M
00086444,29,M
00078395,30,F
00014228,27,M
00017054,42,F
00068439,24,M
00021763,21,M
00024572,26,F
00066644,16,M
00017228,29,F
00052526,29,F
00007806,10,M
00003063,67,M
00060929,60,F
00030552,40,F
00075433,39,M
00080017,50,F
00058629,41,F
00014142,7,M
00090929,30,F
00071548,13,M
00094734,24,M
00085902,56,M
00014700,26,M
00043126,12,F
00023646,41,F
00056059,21,F
00082313,25,M
00043167,12,M
00008956,54,M
00088509,4,F
00014763,13,F
00085464,32,M
00061195,21,M
00005070,12,F
00047466,42,M
00086182,15,M
00067187,14,M
00067265,12,M
00049773,33,F
00024991,20,F
00085740,12,M
00052471,9,F
00041050,22,F
00025720,40,M
00020147,12,M
00084862,21,F
00072232,8,F
00031825,20,M
00076675,45,F
00082112,14,M
00055873,13,M
00043027,12,M
00052929,20,F
00058860,6,M
00090692,9,M
00038179,15,M
00019903,39,F
00087923,44,F
00082871,25,M
00022409,70,M
00074186,8,M
00069096,8,M
00009370,6,M
00093436,29,F
00022761,7,F
00017356,7,F
00069347,2,F
00009181,14,M
00063150,20,F
00062453,33,F
00016132,14,F
00063824,7,F
00057678,33,F
00051520,10,M
00046730,56,F
00053499,27,M
00021922,5,F
00024818,27,M
00022398,32,M
00041140,11,F
00014314,46,M
00017020,9,M
00009955,8,M
00077303,6,M
00037826,62,M
00034007,47,F
00094162,47,F
00089581,48,F
00074818,7,M
00065244,7,M
00057489,37,M
00042328,10,F
00039271,38,M
00046094,55,F
00038085,50,F
00025553,17,M
00027344,42,F
00055898,19,M
00034848,21,F
00018927,6,F
00039096,24,M
00004942,39,F
00006950,45,F
00009187,13,M
00080580,55,F
00033759,29,F
00077960,6,F
00027936,25,F
00002327,33,F
00050748,12,F
00068821,6,F
00040480,16,F
00069057,30,M
00081738,10,F
00004658,10,F
00069451,31,F
00094075,35,M
00051718,52,M
00018326,9,F
00058149,22,M
00091394,5,F
00087467,15,F
00083963,27,F
00047581,50,M
00064766,61,M
00045960,35,F
00093961,27,F
00063579,38,F
00066478,37,F
00001259,31,M
00038844,35,M
00073436,29,M
00031902,12,M
00073065,29,M
00082427,25,F
00072849,21,M
00031773,15,M
00055799,13,M
00042201,60,F
00008174,21,F
00073161,23,F
00038397,14,F
00046408,45,F
00071522,20,M
00059533,38,F
00037167,43,F
00056826,46,M
00067774,6,M
00072676,11,F
00078910,44,M
00074269,9,M
00053943,17,F
00019757,30,M
00037294,4,F
00005433,10,M
00070923,30,F
00002530,47,F
00088871,40,M
00014665,46,M
00018742,21,F
00048283,54,F
00076190,43,F
00057768,19,F
00052187,11,F
00039929,23,F
00046368,23,F
00070582,9,F
00030197,29,M
00031166,33,F
00064541,34,M
00068492,47,F
00021424,44,M
00003789,28,F
00050164,26,M
00070773,7,M
00022097,24,F
00074649,35,M
00021811,40,F
00025805,25,F
00073003,14,M
00056204,11,F
00036418,8,M
00019791,13,F
00044986,10,F
00046614,24,F
00009871,9,M
00051244,44,F
00033311,20,M
00026623,28,M
00089600,70,M
00028642,23,F
00029531,7,M
00071457,12,F
00008997,20,M
00052211,29,F
00066507,19,F
00056832,16,M
00055558,35,M
00074959,38,M
00002113,43,F
00075179,31,M
00066455,41,M
00085289,24,M
00022378,11,M
00072173,49,M
00024714,24,F
00043744,50,M
00094634,39,M
00094342,7,F
00074806,14,M
00020731,19,M
00064200,16,M
00084501,37,M
00071941,76,M
00073704,60,M
00073812,55,F
00004185,10,F
00084877,46,M
00068687,20,M
00004404,11,F
00055282,30,F
00081408,33,M
00049248,9,F
00060594,3,M
00088463,25,M
00035888,59,M
00051055,43,F
00041463,12,F
00055923,10,F
00056105,6,F
00054339,23,F
00001781,45,M
00079623,55,M
00053094,22,F
00076253,8,M
00067726,7,F
00035078,20,M
00029617,9,M
00088733,11,F
00080935,15,F
00063493,23,M
00033808,15,F
00048400,53,F
00031638,37,M
00002294,16,F
00005646,9,F
00084164,22,F
00083956,20,M
00041251,54,F
00055136,4,F
00078728,32,M
00061286,5,M
00025134,5,F
00086258,54,M
00035153,40,M
00077936,22,F
00048241,38,F
00051306,19,M
00081047,9,M
00026344,21,M
00050481,23,F
00030559,12,M
00029733,43,F
00002846,12,F
00038432,30,M
00041192,4,F
00024380,12,F
00023488,66,M
00003873,41,F
00029135,7,F
00025683,38,M
00024527,46,M
00029486,7,F
00030665,5,M
00034239,32,M
00036523,53,F
00044285,17,F
00076879,25,M
00071347,55,M
00027752,6,M
00093963,20,M
00067166,50,F
00014126,19,M
00009088,9,M
00017799,45,M
00005705,41,M
00093675,72,F
00063334,49,M
00045734,28,M
00086025,16,F
00045885,9,M
00090064,17,F
00063350,31,M
00074924,48,F
00090917,11,F
00014553,4,M
00073118,48,F
00060687,40,F
00071856,29,F
00054903,6,M
00004595,41,F
00037916,12,M
00037987,12,M
00008521,8,F
00062199,27,F
00019393,30,M
00001984,23,F
00070222,42,F
00085345,14,M
00050268,29,M
00067468,22,F
00020133,12,F
00046511,41,F
00055334,5,M
00005830,10,F
00023749,29,M
00069557,6,M
00009349,27,F
00009585,13,M
00062288,36,F
00082926,8,M
00039639,11,M
00080604,20,F
00081169,36,F
00084208,21,F
00028908,47,F
00077253,25,M
00021594,19,F
00014408,40,M
00055556,31,F
00025340,65,F
00074333,42,M
00050791,20,M
00017680,41,F
00082425,59,F
00070236,38,M
00047307,5,F
00062142,21,F
00025884,11,M
00031043,26,M
00060666,20,F
00045465,25,M
00063521,4,F
00094104,41,F
00093423,27,M
00052934,20,M
00040583,41,M
00082573,32,F
00065727,38,F
00062768,37,M
00090950,8,F
00032531,28,M
00045385,12,M
00070307,5,F
00041692,13,M
00084575,11,F
00054724,16,F
00065829,47,M
00045890,23,F
00073590,14,F
00014329,14,F
00087798,9,F
00080590,39,M
00009347,26,F
00058790,24,F
00034407,41,F
00076648,14,F
00007169,45,M
00058290,63,F
00070080,54,M
00002897,16,M
00029770,10,F
00030914,22,M
00017077,10,M
00060985,27,F
00000916,66,M
00076573,26,F
00091143,7,M
00080221,33,F
00034759,50,F
00044800,45,M
00076034,68,M
00068125,58,M
00090565,34,F
00035242,25,F
00079543,37,F
00051232,11,M
00003072,10,M
00058402,16,M
00085590,40,M
00043713,40,F
00009175,5,M
00089307,47,F
00032238,47,F
00035685,7,M
00057165,21,F
00030606,9,M
00056186,9,M
00002851,16,M
00042072,50,F
00023570,21,M
00006771,68,F
00079614,27,F
00025963,24,M
00050171,7,M
00000031,64,M
00063657,7,M
00015363,7,F
00033222,22,F
00027398,7,F
00000489,8,F
00048127,39,F
00074130,45,F
00028498,37,F
00078368,11,F
00067358,8,F
00026351,37,M
00077590,12,M
00009304,42,F
00013994,17,M
00056356,9,M
00000506,25,M
00082785,27,M
00080014,36,F
00002715,17,F
00021734,28,M
00017960,10,F
00068253,33,M
00059592,32,F
00069811,40,F
00088992,44,F
00003981,9,F
00087582,27,F
00056342,58,F
00088410,42,M
00075941,12,F
00022020,19,M
00006205,24,M
00079362,9,F
00055694,35,M
00032298,38,M
00054839,16,F
00052799,21,F
00087040,14,M
00057981,13,F
00013944,15,M
00071768,8,M
00029699,33,M
00088716,13,M
00003102,38,M
00087800,54,M
00037662,10,M
00036917,13,F
00065855,35,F
00007230,17,F
00059896,28,F
00037544,32,F
00057769,19,F
00033404,33,F
00055039,16,M
00084326,37,M
00063198,17,M
00065451,7,M
00025316,21,F
00041386,78,M
00077451,52,F
00019645,12,F
00075788,20,F
00016887,37,F
00046147,22,M
00088433,36,M
00077870,31,M
00042359,45,F
00078749,40,F
00052444,8,M
00061332,20,F
00030013,20,F
00054388,6,F
00029306,8,M
00094120,26,F
00081125,9,M
00078318,8,F
00064038,40,F
00094166,9,M
00047930,46,M
00081629,34,M
00074070,5,F
00055929,46,F
00056517,15,M
00044054,26,M
00001146,42,F
00064164,20,F
00030064,9,M
00067847,25,M
00064998,38,M
00056854,38,M
00039718,38,F
00031061,46,M
00025122,66,M
00077474,46,M
00069983,22,M
00004822,26,F
00069039,16,F
00025942,34,F
00093597,68,M
00063710,24,M
00020699,21,F
00091993,13,F
00082388,7,F
00003761,31,M
00048999,47,F
00072679,42,F
00057587,56,F
00054055,35,M
00062571,60,F
00077154,29,F
00009114,9,M
00037136,33,F
00089359,43,M
00085389,30,F
00058246,12,F
00065421,9,F
00081997,14,M
00043040,12,M
00027381,36,F
00015748,28,M
00076828,56,M
00072903,3,M
00030580,6,M
00049213,9,F
00084941,24,M
00081845,13,F
00060143,57,M
00081834,14,M
00004411,15,F
00061842,23,M
00066418,13,M
00092748,38,F
00066770,8,F
00024958,33,F
00007837,15,F
00030026,30,M
00003312,11,M
00052066,21,F
00027437,10,M
00090912,25,M
00041802,55,F
00014915,13,M
00052595,22,F
00090462,8,M
00021414,29,F
00074532,29,M
00076882,35,M
00051481,32,F
00090280,36,F
00074733,68,M
00081816,29,M
00080710,15,M
00037967,9,F
00009781,34,M
00018286,41,F
00039516,58,M
00072575,10,M
00007236,4,F
00054776,4,F
00039193,8,F
00024247,10,F
00009344,9,M
00071658,11,F
00061441,24,M
00059158,25,M
00083860,30,M
00020417,20,M
00072882,24,F
00088593,39,F
00076848,49,M
00028354,22,F
00080576,27,F
00047102,7,F
00043450,10,F
00092370,17,M
00059210,28,F
00021821,34,F
00036981,27,M
00065507,12,M
00039775,59,F
00080023,8,M
00092647,43,F
00070642,8,M
00032574,9,F
00076846,23,M
00080378,34,M
00031664,59,F
00047288,36,F
00023559,43,F
00002228,6,M
00042444,31,M
00040731,14,M
00028449,12,M
00034169,13,M
00090471,24,M
00069404,12,F
00084676,27,F
00033957,39,F
00054397,23,F
00018983,24,M
00075280,25,F
00004284,9,M
00027997,28,M
00072375,45,F
00078549,40,F
00043758,14,F
00044295,16,F
00038782,27,M
00015119,20,M
00090683,47,F
00018821,20,F
00056299,39,M
00042250,68,M
00025250,43,F
00060835,12,F
00055895,13,F
00075024,43,M
00035506,27,F
00004390,45,M
00077039,15,M
00021495,20,F
00035962,63,F
00037269,46,M
00041972,10,F
00031555,44,M
00092643,16,F
00035583,7,F
00066522,22,F
00001973,30,M
00002043,9,M
00020322,20,M
00031928,13,M
00088726,20,M
00064587,14,F
00057674,24,F
00029395,6,F
00075450,26,F
00068104,10,F
00041594,14,F
00026784,28,M
00037331,31,M
00036107,22,F
00033166,13,F
00078956,40,F
00060625,47,F
00052685,10,M
00001087,6,F
00065123,10,F
00088905,8,F
00033868,9,M
00008638,23,M
00094228,9,M
00092378,49,M
00073013,42,F
00079685,9,M
00026780,16,M
00094770,16,F
00088953,8,F
00005700,11,F
00040826,37,F
00062908,22,F
00003543,40,F
00089761,16,F
00038445,21,M
00033813,14,F
00089830,12,M
00067540,25,F
00071111,8,M
00026590,35,F
00064354,6,M
00045394,36,F
00057302,28,F
00053475,25,F
00067157,32,F
00044784,12,F
00081432,35,F
00052380,29,M
00048716,58,F
00054872,13,F
00023075,19,M
00094902,9,M
00055965,12,M
00033758,46,M
00075918,19,M
00072142,30,F
00050068,35,F
00049014,34,F
00032534,29,M
00093435,40,F
00005157,58,F
00056220,10,F
00039504,61,F
00047883,29,M
00001658,6,F
00062103,49,M
00006005,48,M
00079640,11,M
00014107,21,M
00050484,14,F
00090088,13,M
00052373,26,F
00071502,67,F
00004950,17,F
00027476,6,M
00043456,12,F
00051662,14,F
00076545,46,F
00014243,16,M
00041522,12,M
00018244,12,M
00049282,14,F
00033917,26,F
00091485,5,M
00001857,48,F
00081724,14,M
00087141,45,F
00061891,42,M
00015313,4,M
00073041,14,F
00076246,11,F
00071239,46,F
00063562,40,F
00018204,24,F
00057099,36,M
00017968,10,M
00005513,8,M
00077359,20,M
00056601,11,F
00084608,40,F
00074584,41,M
00047675,32,F
00094478,6,F
00033246,31,M
00084402,26,F
00082935,9,M
00064615,26,F
00062079,44,F
00045864,31,F
00038887,55,M
00086722,43,M
00050129,31,M
00031903,12,F
00089623,5,F
00059571,18,M
00058723,53,M
00051455,44,M
00031823,29,M
00021850,22,F
00000781,36,F
00023860,38,F
00003340,36,F
00015213,11,F
00062273,36,M
00038510,12,F
00044221,16,M
00065814,35,F
00018823,23,F
00065401,47,M
00067228,41,M
00025581,27,M
00031118,28,F
00057273,19,M
00029637,72,M
00021427,42,F
00092040,45,F
00004687,39,F
00059441,24,F
00088238,16,F
00074295,39,F
00062978,26,M
00015743,8,M
00021910,24,M
00084050,21,F
00062877,17,M
00063213,17,F
00043535,10,F
00071516,31,M
00074203,40,F
00030204,79,M
00056288,25,M
00050105,6,F
00005488,24,F
00090095,41,M
00059023,20,M
00067100,19,M
00051270,11,M
00084213,40,M
00039915,65,M
00088344,10,F
00093749,17,F
00030213,57,F
00062497,43,F
00059564,24,F
00024839,11,F
00067242,60,F
00092133,25,F
00018386,9,F
00032583,45,F
00051653,14,F
00078932,26,F
00001117,20,F
00019782,39,M
00063269,31,F
00029422,7,M
00053794,11,M
00056947,36,F
00015720,21,F
00066101,9,M
00027855,7,F
00024037,43,F
00051199,37,F
00002029,49,M
00049444,38,M
00067408,41,F
00068865,67,F
00016998,42,F
00027823,11,F
00039189,7,M
00031305,43,F
00085458,14,M
00085466,76,F
00071424,11,M
00085011,39,F
00015938,45,F
00022775,9,M
00054088,48,M
00061853,8,M
00070323,11,M
00071706,34,M
00076528,33,M
00063151,43,M
00037257,31,M
00078229,8,F
00014588,8,F
00024797,13,M
00071382,17,M
00048023,13,F
00004189,24,F
00030910,52,F
00009059,28,M
00020901,22,F
00073813,29,F
00006124,22,M
00070918,36,F
00022012,22,M
00042127,10,F
00033289,10,M
00034776,11,F
00051387,33,M
00037697,3,M
00009997,16,F
00023270,38,F
00046500,43,F
00090826,27,F
00047667,7,F
00046666,25,M
00050519,20,F
00034427,11,F
00093748,47,M
00087276,48,F
00044976,13,F
00055514,8,F
00093548,2,M
00030387,25,M
00049610,29,M
00056370,25,M
00038244,13,M
00054771,35,M
00078073,24,M
00033325,48,F
00007067,39,M
00003086,10,F
00093398,71,F
00061175,27,M
00020090,31,F
00014706,5,F
00044006,6,M
00035889,20,M
00065878,7,M
00080898,15,F
00066044,61,F
00060795,32,M
00019894,21,M
00077218,22,F
00046733,25,F
00058166,11,M
00032988,10,M
00070026,34,M
00045211,22,F
00035643,13,M
00026258,49,F
00005823,20,F
00089679,14,M
00066019,38,F
00032114,25,F
00063897,80,F
00091867,21,M
00079430,26,M
00088395,32,M
00039473,9,F
00068798,45,M
00034661,51,M
00092993,42,F
00022075,20,F
00071209,4,F
00074036,34,M
00057434,20,M
00006979,9,M
00078654,12,M
00087072,7,M
00031058,55,M
00004283,32,M
00028557,20,F
00023163,48,M
00019333,13,M
00080784,29,M
00016564,23,F
00009254,29,M
00024512,43,F
00023511,29,F
00062544,26,F
00067862,65,F
00014475,11,F
00015589,40,M
00033386,33,F
00037460,48,M
00080890,9,F
00063766,42,F
00068597,44,F
00042980,12,F
00086697,34,F
00021290,22,F
00061303,13,M
00093687,14,F
00050462,12,M
00032250,3,M
00029749,5,F
00094633,8,F
00048725,45,F
00045691,58,F
00077148,58,M
00041054,27,M
00028643,21,F
00059217,13,F
00022472,22,F
00081461,26,M
00063254,29,M
00074710,59,M
00091576,8,F
00025592,4,M
00091471,42,F
00053116,25,F
00088886,40,F
00092939,9,M
00082355,32,F
00042635,44,F
00079776,47,M
00046640,28,F
00031838,61,M
00064049,41,F
00072753,37,F
00070218,39,F
00028720,9,M
00043551,22,M
00044628,11,M
00075642,41,M
00062153,28,F
00094551,39,M
00045922,19,M
00079264,9,M
00091179,27,F
00036214,30,F
00091760,33,F
00084688,5,M
00060577,46,F
00051210,43,F
00063915,7,F
00019347,19,F
00032154,16,F
00040135,45,F
00008764,5,M
00019118,20,F
00037194,16,M
00043567,7,M
00006527,31,F
00044727,16,F
00094669,5,F
00039936,33,F
00014031,23,M
00047168,11,M
00065724,30,F
00016411,46,F
00069760,6,F
00058581,20,F
00082138,52,F
00040441,23,F
00014538,13,M
00015682,22,F
00033637,30,M
00064670,18,F
00015261,34,F
00035034,12,F
00064408,23,M
00002633,10,M
00080963,27,M
00010005,40,F
00034439,44,M
00001422,31,F
00090245,28,F
00064583,14,F
00086186,26,F
00046901,9,F
00017106,51,F
00090481,24,F
00006302,24,M
00049072,11,F
00073168,14,M
00021232,32,F
00083789,14,F
00078367,9,M
00035120,19,F
00024888,20,F
00057493,37,F
00030020,25,M
00073147,14,M
00082706,35,M
00084067,26,F
00042956,12,M
00024665,47,M
00013943,15,M
00032959,37,M
00024926,16,M
00056410,25,F
00085194,58,F
00043964,6,M
00047465,41,F
00073531,14,F
00071123,8,F
00014409,9,F
00017201,63,F
00022790,11,F
00041081,46,F
00065591,53,M
00022256,13,F
00036740,15,M
00051043,29,M
00014096,8,M
00049165,30,F
00057918,27,F
00074143,11,M
00020471,18,F
00045312,28,F
00030537,17,F
00045430,13,M
00089875,23,F
00065566,12,F
00024997,31,M
00033784,51,M
00001578,37,F
00092570,22,M
00025148,14,M
00052473,43,F
00006889,10,F
00045770,42,F
00004992,49,M
00058280,20,F
00083926,30,F
00063684,4,M
00067775,35,M
00014225,48,F
00091066,25,F
00074028,35,F
00057280,6,F
00083012,30,M
00050708,13,F
00044181,17,F
00009996,5,M
00067123,36,M
00076658,26,F
00003654,7,F
00083176,64,F
00070122,16,F
00089013,27,M
00081219,39,F
00000304,29,M
00079999,12,M
00030496,21,F
00027366,42,F
00065216,34,M
00037289,50,F
00088479,42,M
00023452,8,M
00047725,11,M
00093089,7,F
00027852,22,F
00065924,17,M
00064120,25,M
00005514,45,F
00080487,46,M
00063825,9,F
00025107,41,M
00029747,26,M
00084243,43,F
00078922,22,M
00064653,19,M
00087360,9,F
00020847,47,M
00030709,17,M
00052122,40,M
00068583,26,F
00092025,20,M
00087324,25,F
00074593,37,M
00023324,47,F
00085285,11,M
00009689,36,F
00017604,19,F
00030047,20,M
00036096,4,M
00078845,22,M
00024443,23,F
00040875,25,M
00030939,9,M
00093390,20,M
00069585,11,M
00050797,23,F
00035937,26,F
00017368,10,F
00052618,39,F
00065027,45,F
00083369,35,M
00087627,44,M
00019197,22,F
00062418,19,M
00081446,35,M
00041856,29,F
00051049,40,M
00074977,14,F
00072831,28,F
00057673,21,F
00035086,18,M
00018881,32,M
00040916,41,M
00006480,50,M
00087277,41,M
00030140,13,F
00054097,24,F
00080618,17,F
00042180,25,M
00076055,4,M
00049193,44,F
00080752,41,M
00008621,16,M
00091529,27,F
00007510,9,M
00032128,16,F
00022785,9,F
00092422,57,M
00009790,16,F
00060273,38,F
00080173,49,F
00086415,20,M
00085863,30,M
00085752,31,M
00039107,19,M
00052269,5,M
00039075,40,F
00007159,38,F
00019873,25,M
00004728,14,M
00005750,9,F
00052069,49,M
00082357,35,M
00005391,43,F
00070641,15,F
00023489,54,F
00042295,12,F
00057238,17,F
00009028,15,F
00077042,15,F
00087392,42,F
00022531,20,M
00035029,50,M
00067903,14,F
00026219,30,M
00072918,20,F
00041218,12,M
00026999,43,M
00049591,11,M
00001710,51,M
00060035,61,F
00054180,30,M
00062035,54,F
00025810,5,F
00078351,9,F
00008870,25,F
00061884,8,F
00014821,18,M
00051563,12,F
00009381,16,M
00015359,43,F
00004037,42,F
00031333,27,M
00091815,41,F
00040388,12,M
00048533,46,F
00057740,28,M
00052593,6,M
00078963,8,M
00025732,50,F
00069026,19,F
00076864,29,M
00041176,11,F
00038305,19,M
00047304,14,M
00005413,35,F
00034426,8,M
00024775,13,M
00063664,19,F
00041492,33,F
00021943,13,F
00085548,40,F
00090647,52,M
00054243,22,M
00014673,6,M
00079140,10,F
00086336,15,F
00039634,7,M
00058037,15,F
00033711,22,M
00017571,7,M
00069660,50,F
00081449,29,F
00035867,12,M
00043062,17,F
00042302,20,F
00026954,75,M
00061265,3,M
00026592,7,M
00076072,23,F
00057685,19,F
00032965,36,F
00019212,21,F
00017271,24,M
00068850,5,F
00015390,22,F
00005793,13,M
00063966,13,F
00030754,32,M
00008862,43,F
00081965,21,M
00054979,24,F
00065164,13,F
00063383,40,F
00067798,37,F
00021843,21,F
00053956,47,M
00005810,8,M
00026624,34,F
00087314,40,F
00067931,13,M
00084139,16,F
00090188,15,M
00009154,9,F
00014383,10,M
00000261,12,M
00065560,7,M
00030234,44,M
00074168,4,F
00025981,20,F
00070880,9,M
00023281,14,M
00025872,28,M
00007205,8,M
00002642,13,M
00073213,21,M
00020068,19,F
00079928,55,F
00008493,32,F
00074273,41,M
00043591,16,M
00004949,62,M
00063780,38,M
00003520,16,F
00042625,9,F
00032951,23,M
00051118,47,F
00048545,22,F
00089789,26,F
00014381,10,M
00092218,15,M
00055850,16,F
00092878,48,M
00053491,26,M
00034596,30,F
00033510,16,F
00039129,32,M
00062997,44,M
00014621,21,F
00031880,50,M
00063275,40,M
00065762,37,F
00050362,46,F
00061694,45,M
00022537,22,F
00070400,39,F
00063695,22,F
00075498,22,M
00032010,52,M
00005608,33,F
00061334,22,F
00030462,34,F
00014986,41,F
00066452,52,M
00075189,27,F
00020902,26,F
00087848,10,M
00022784,56,M
00073835,7,F
00055587,38,F
00056622,11,F
00008466,19,F
00082870,28,F
00067474,9,M
00047142,11,M
00027197,24,F
00072747,32,M
00019816,16,F
00090783,24,F
00079747,46,F
00071051,28,M
00053744,5,F
00026841,37,F
00020635,30,F
00081820,10,F
00021158,38,M
00009629,14,F
00023790,39,F
00059715,22,M
00035903,5,F
00006553,40,F
00018189,42,M
00076219,4,M
00040557,29,F
00007241,47,F
00047517,25,F
00080261,20,M
00021612,20,M
00056823,10,F
00030819,24,F
00016512,10,M
00079929,59,M
00016417,7,M
00081893,25,M
00023575,16,F
00027378,42,M
00088615,41,M
00031342,47,M
00005794,9,M
00082964,47,M
